Zip,Total Population,Median Age,Percent White,Percent Black,Percent Hispanic,Median Income,Mean Income
14592,229,41.3,100,0,5.2,79545,92378
14604,1446,39.8,61.5,25.6,9.2,9983,24993
14605,13578,24.8,24.1,55.9,31.9,18393,27674
14606,28872,36.1,66.7,21.8,13.3,38167,47640
14607,15540,29.7,83.5,9.3,4.8,36371,55882
14608,12539,30.9,21.7,64.5,12.8,21526,33119
14609,40509,34.3,58.7,32.1,14.6,41516,48519
14610,14213,44.7,87.8,7.5,1.5,57415,90015
14611,17745,30.2,25.8,65,11,24481,32340
14612,36115,40.7,91.3,5,4.5,59926,69312
14613,13503,30.7,39.1,44.2,14,30070,40623
14614,1136,35.2,35.1,63,15.5,,
14615,16317,33.2,65.5,23,13.6,36749,47013
14616,28534,39.6,84.1,8.2,7,48358,56695
14617,23283,43.5,93.1,2.8,4.1,62722,76027
14618,22524,40.1,84.3,4.2,2.4,79968,110691
14619,15674,31.8,22.3,71.6,5.4,37910,46413
14620,26780,32.2,74.8,14.4,4.6,34811,48099
14621,33393,31.4,31.7,45.2,33.5,22803,34010
14622,11882,45.2,93.9,4.2,7.3,48750,62805
14623,26047,24.8,76.7,8.3,3.9,45764,52397
14624,36523,41.9,84.6,9.9,3.1,59253,70462
14625,10493,45.8,93.6,2,3.8,70132,90703
14626,28759,46.5,91.1,5,3.3,55459,69609
14627,2888,19.5,76.8,3.2,4.7,,
14701,40485,40.2,92.6,2.9,6.2,36583,47197
14706,6233,41.8,96.9,0.5,0.9,50350,60972
14707,278,29.8,100,0,0,36250,43240
14708,267,32.7,100,0,0,37153,48697
14709,1548,42.9,98.8,0,0.6,42604,46700
14710,3491,46.8,99.1,0,1,50152,58129
14711,1600,45.5,98.1,0.6,2.3,42632,48183
14712,3568,45.9,99.2,0.8,1.9,47321,63430
14714,551,32.2,94.7,0,0,49083,57263
14715,2944,36.9,98.6,0.1,0.6,43316,49489
14716,3230,35,74.5,15.7,9.8,36875,46243
14717,701,47.6,98.4,0.9,4.7,40500,48369
14718,2124,39.4,87.6,6.9,6.1,60400,63268
14719,3470,44.5,97.9,0.1,3.5,42169,53235
14720,717,31.7,96.1,0,1,37692,46613
14721,184,43.1,100,0,4.9,35139,46274
14722,241,67.5,95.9,4.1,0,53365,46985
14723,1189,37,97.2,0.8,2,42404,52371
14724,2500,38,96.5,0,0.8,41875,50279
14726,1988,26.7,97.1,0,0.9,44420,52150
14727,5370,45.6,98.9,0.4,0.8,47042,59508
14728,792,39,83.3,0,7.3,60985,64293
14729,971,39.6,97.4,0.4,0.3,47760,47192
14731,1325,43.1,99.2,0.8,1.7,49500,72007
14732,153,45.9,100,0,0,27656,36915
14733,4238,40.1,96.7,0.5,4.1,41589,45146
14735,2806,37.6,99,0.1,0.1,39661,45779
14736,232,45,100,0,0,49083,49293
14737,4113,41.9,98.8,0,2.1,37266,47021
14738,3695,39.9,95.8,0,0.3,50811,56035
14739,2901,37.4,98.6,0.4,0.3,37973,46539
14740,1659,49.9,97.3,0.3,0.4,48571,56053
14741,2000,41.9,98.2,0,0.9,51675,60463
14742,265,75.9,91.3,2.6,6,56364,53083
14743,1828,36.1,99.6,0.3,0.4,40991,45427
14744,2086,21.2,94.3,1.5,0.9,49792,60209
14747,2171,41.8,99.9,0,1.4,44889,52122
14748,957,38.1,67.5,3.1,1.4,36154,45997
14750,4337,44.3,94.4,1.8,1.9,51307,70902
14752,256,36,87.5,0,0,50608,50909
14753,1057,38.3,96,1.2,6.5,37813,43693
14754,642,43.8,100,0,0.9,46806,47310
14755,3230,40,96.1,1.7,1.1,46630,53294
14756,96,19.9,100,0,0,,
14757,3405,41.6,92.6,2.7,3.2,44306,60281
14760,18506,42.5,93.2,3.4,1.8,41852,51713
14767,2080,36.1,96.6,0,1,43393,50210
14769,970,50.7,98,0.4,0,56146,57777
14770,3041,43.1,98.8,0.5,1.4,49107,57132
14772,4128,41.3,95.1,0.4,2.3,45972,53371
14774,228,23.8,100,0,4.8,29375,57605
14775,2319,38.5,99.7,0,4.2,37589,44650
14777,590,50.6,99.5,0,0,43333,48956
14778,1732,20.2,86.4,6.7,6.2,18750,19433
14779,6704,41.6,77.2,1.1,2.3,33052,43058
14781,2215,38.9,98.5,0.5,2,44375,52917
14782,2878,35.9,98.1,0.2,0.8,43456,51434
14783,330,51,43.9,0,0,37500,47601
14784,943,44.6,100,0,1,29625,38630
14787,5132,48.4,95.5,3.3,4.1,40020,47430
14788,109,51.9,100,0,0,41429,46118
14801,5435,40.6,96.9,0.2,0.8,44300,52233
14802,4374,19.9,79.5,7.3,4.5,30547,54148
14803,974,42.1,98.5,0,0.7,49271,63457
14804,1461,44.9,96.9,0,1.1,54625,61893
14805,1038,43,96.6,0.6,0.4,48508,55016
14806,2330,40,99.4,0.6,0.7,45375,52441
14807,2823,43.6,95.9,0,2.6,50985,57295
14808,485,47.1,100,0,4.7,48304,49970
14809,2476,38.7,96.5,2,2.1,46319,55435
14810,12325,44.7,92,4.7,2,41224,52998
14812,3393,37,93.3,4.2,2.6,49732,55341
14813,2531,40.6,97.3,1.4,2.1,41735,48461
14814,1991,45,89.1,2.7,0,67431,78375
14815,1093,42.5,96.2,3.6,0,43241,50281
14816,610,33.9,100,0,0,74643,72562
14817,2118,42.9,96.7,1,0.4,49567,60936
14818,1840,41.2,98.6,0,0.1,44350,62643
14819,897,36.1,92.6,0,0.6,33594,36455
14820,646,43.2,98.6,0,0,52569,52081
14821,3279,35.7,97.7,0,0.3,53333,61286
14822,1250,42.1,97.5,0,2.2,37017,48570
14823,3689,42.8,95.4,1.1,3,48013,53998
14824,775,52.2,99.6,0.1,0.3,65536,66442
14825,1155,39.6,98.8,1.2,0,53674,58927
14826,2257,42.6,97.5,0,1.9,52857,70165
14827,79,83.2,100,0,0,24045,29685
14830,19838,40.3,95.1,2.3,1,45750,63396
14836,1036,47.3,98.8,0,0,49148,53697
14837,5558,38.4,97,0.2,1.9,48346,57269
14838,1676,43.3,96.9,1,9,44861,51100
14839,711,35.5,96.2,0,3.7,38300,42825
14840,3052,49.7,97.7,2,0.1,49299,64337
14841,1003,48.6,97,0.1,1.4,49167,52753
14842,919,37.1,100,0,0,69375,140245
14843,13175,40.2,96.3,2.2,1.4,40305,51677
14845,20674,45.4,94.4,1.9,1.7,59398,74712
14846,721,42.2,99.3,0,1,39010,52594
14847,2308,45.4,95.9,0.8,0.2,47188,58876
14850,64133,26.3,76,5.2,5.5,45311,67341
14853,2773,19.5,74,7.1,8.2,,
14854,9,,100,0,0,,
14855,815,29.8,97.7,1.1,0,43836,53221
14856,127,68.2,100,0,0,46250,50162
14858,1560,38.1,96.3,0.3,2.1,45625,56133
14859,1041,44.7,98.6,0,0,43162,47489
14860,983,42.7,95.1,0.6,1.7,43750,50282
14861,1282,45.6,97,0,0,48947,61333
14864,1378,46,95.6,0,0.1,46150,52743
14865,2466,48,98.5,1.1,2.1,41276,51826
14867,5497,34.9,96.6,2,1,44663,58271
14869,1398,45.2,99,0,1,49375,51855
14870,9749,42.8,90.8,1,1.5,50052,70309
14871,5154,47.3,84.8,13.2,2.8,64301,72893
14872,816,28.7,98.2,0,0,32095,46286
14873,2444,40.5,97.3,1.5,2.5,46094,52027
14874,320,53.4,100,0,0,44167,53706
14877,446,47.5,95.3,0,1.3,44688,55764
14878,779,46.8,100,0,1.5,62717,75479
14879,2325,37.7,93.2,2.8,0.1,44271,54469
14880,1449,48.7,98.6,0,0.9,43631,55114
14881,64,88.2,100,0,0,13431,12383
14882,3714,44.2,92.7,3.6,1.8,67609,80241
14883,4821,40.9,98,0.6,3.2,50551,58848
14884,291,38,100,0,0,48229,51286
14885,1130,34,100,0,0,39125,49188
14886,6787,42.6,96.9,0.8,1.4,55443,70739
14889,1363,41.7,96.9,0.4,1.7,46250,51832
14891,4382,44.1,96.7,0.7,0.8,47257,59610
14892,7934,40.6,97.7,1.3,1,44861,57479
14893,6,61.5,100,0,0,,
14894,1497,37.8,94,0.1,0,39861,51910
14895,9723,43.3,96.7,1.3,1.5,38363,51133
14897,919,44.8,98.8,0,0.9,45625,48175
14898,2287,25.8,99.6,0,0.6,39966,47768
14901,16750,33.7,75.7,17.7,2.9,26980,39867
14903,7030,41.1,97.7,0.8,3.4,42483,56844
14904,15992,36.7,90.4,5,1.8,37670,45581
14905,9742,39.8,91.3,4.2,5.9,49923,77535
